CD_TIPO,FL_PARADO,FL_PROGRAMAR,ID_CLIENTE,CD_MAQUINA,SQ_CHECKITEM,NR_ORDEM,DS_INSPECAO,DS_OBS,DT_CKECKITEM,DT_INICIO,DT_TERMINO,TP_RECORRENCIA,QT_RECORRENCIA,ST_CHECKITEM,ID_CKOS
PRE,N,S,1,AR COND. SS 07,7969,7,"Lavar/limpar as serpentinas do evaporador e bandejas, com remoção do biofilme (lodo), sem uso de produtos desengraxantes e corrosivos",,2016-09-21T00:00:00,,,RSM,1,A,
PRE,N,S,1,AR COND. SS 07,7970,8,Limpeza da voluta do ventilador (carcaça e rotor) e do gabinete interna e externamente,,2016-09-21T00:00:00,,,RSM,1,A,
PRE,N,S,1,AR COND. SS 07,7971,9,Lavar/limpar as serpentinas do condensador,,2016-09-21T00:00:00,,,RSM,1,A,
PRE,N,S,1,AR COND. SS 07,7972,10,"Revisar e eliminar sujeira, danos e corrosão no gabinete, na moldura da serpentina, na bandeja e estrutura e eliminar pontos desengraxantes e corrosivos",,2016-09-21T00:00:00,,,RSM,1,A,
PRE,N,S,1,AR COND. SS 07,7973,11,Vericar o estado de conservação do isolamento termo-acustico (Se está preservado e se não contém bolor),,2016-09-21T00:00:00,,,RSM,1,A,
PRE,N,S,1,AR COND. SS 07,7974,12,Destravar/ Ligar o ponto de alimentação do equipamento,,2016-09-21T00:00:00,,,RSM,1,A,
PRE,N,S,1,AR COND. SS 07,7975,13,Medir tensão e alimentação,,2016-09-21T00:00:00,,,RSM,1,A,
PRE,N,S,1,AR COND. SS 07,7976,14,Medir as correntes do compressor,,2016-09-21T00:00:00,,,RSM,1,A,
PRE,N,S,1,AR COND. SS 07,7977,15,Medir correntes motor elétrico,,2016-09-21T00:00:00,,,RSM,1,A,
PRE,N,S,1,AR COND. SS 07,7978,16,Verificar a temperatura externa dos motores,,2016-09-21T00:00:00,,,RSM,,A,
PRE,N,S,1,AR COND. SC 21,8624,23,Verificar os vazamentos nas ligações dos flexíveis,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 21,8625,24,Verificar o ocionamento mecânico do registro de ar (damper),,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 21,8626,25,Destravar / Ligar o ponto de alimentação do equipamento,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 21,8627,26,Limpar interna e externamente a carcaça e o rotor,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 21,8628,27,Medir a tensão de alimentação,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 23,8629,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8630,2,Limpar / Substituir o elemento filtrante,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8631,3,"Verificar / Eliminar sujeira, danos e corrosão do filtro ar",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8632,4,Verificar / Eliminar as frestas dos filtros,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8633,5,Verificar a tensão e o alinhamento das correias para evitar escorregamento,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8634,6,"Inspeção visual dos acoplamentos, atuadores, vedações e tomada de ar",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8635,7,Verificar operação de drenagem de água da bandeja,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8636,8,Verificar a temperatura externa dos motores,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8637,9,Verificar a vedação dos painéis de fechamento do gabinete,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8638,10,Limpar o gabinete do condicionador,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8639,11,Verificar / Retirar sujeira e água da casa de máquinas,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8640,12,Verificar / Retirar corpos estranhos da casa de máquinas,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8641,13,"Verificar / Retirar obstáculos, retorno e tomada de ar externo de sala de máquinas",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8642,14,Limpar / Substituir o elemento filtrante da tomada de ar externa,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8643,15,Limpar interna e externamente a carcaça e o rotor,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8644,16,"Verificar / Ajustar aperto dos parafusos de fixação dos mancais, polias, acoplamento, motor e estruturas",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8645,17,Verificar a temperatura da linha de sucção e filtro secador,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8646,18,"Verificar / Eliminar sujeira, danos e corrosão no gabinete, na moldura da serpentina e bandeja",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8647,19,Verificar ruídos nos mancais,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8648,20,"Verificar / Eliminar sujeira, danos e corrosão do ventilador",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 23,8649,21,"Lavar / Limpar as serpentinas do evaporador e bandejas, com remoção do biofilme sem o uso de produtos desengraxantes e corrosivos",,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 23,8650,22,Verificar a operação dos amortecedores de vibração,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 23,8651,23,Verificar os vazamentos nas ligações dos flexíveis,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 23,8652,24,Verificar o ocionamento mecânico do registro de ar (damper),,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 23,8653,25,Destravar / Ligar o ponto de alimentação do equipamento,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 23,8654,26,Limpar interna e externamente a carcaça e o rotor,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 23,8655,27,Medir a tensão de alimentação,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,C. FRIG. CF 01,7505,1,Verificar o funcioanamento dos forçadores do ar,,2015-03-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,C. FRIG. CF 01,7506,2,Verificar o funcionamento das resistências de degelo,,2015-03-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,C. FRIG. CF 01,7507,3,Veificar e corrigir os ruídos e vibrações anormais,,2015-03-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,C. FRIG. CF 01,7508,4,Verificar a temperatura externa dos motores e compressores,,2015-03-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,C. FRIG. CF 01,7509,5,Limpar externamente o gabinete,,2015-03-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,C. FRIG. CF 01,7510,6,Limpar o quadro elétrico,,2015-03-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,C. FRIG. CF 01,7511,7,Limpar a bandejas e os drenos,,2015-03-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,C. FRIG. CF 01,7512,8,Medir e registrar a tensao e corrente elétrica solicitada pelo motor,,2015-03-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,C. FRIG. CF 01,7513,9,Verificar nível de óleo do compressor,,2015-03-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,C. FRIG. CF 01,7514,10,"Verificar as condições dos componentes elétricos, quadro de comando, cabos elétricos, contactores, relés, chaves e fusíveis",,2015-03-31T00:00:00,,,RME,1,A,1
PRE,N,S,1,C. FRIG. CF 01,7515,11,Lavar a serpentica,,2015-03-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,C. FRIG. CF 01,7516,12,Verificar temtemperaturas das linhas de sucção,,2015-03-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,C. FRIG. CF 01,7517,13,Verificar temperaturas dos filtros secadores,,2015-03-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,C. FRIG. CF 01,7518,,,,2015-03-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,C. FRIG. CF 01,7519,14,Verificar o rotor e a voluta do ventilador,,2015-03-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,C. FRIG. CF 01,7520,15,Aplicar produto anticorrosivo,,2015-03-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,C. FRIG. CF 01,7521,16,Eliminar os pontos de oxidação,,2015-03-31T00:00:00,,,RSM,1,A,3
PRE,N,S,1,SUBES69,7823,7,Revitalização e pintura  das estruturas de sustentação  dos equipamentos do pátio,Realizado por Manutenção Predial,2016-07-12T00:00:00,,,RAN,1,A,
PRE,N,S,1,MATRIM AF8205,7299,1,Verificar as alavancas de reboque - avarias ou trincas,,2013-05-31T00:00:00,,,RBM,1,A,1
PRE,N,S,1,MATRIM AF8205,7300,2,Verificar as rodas - desgastes e avarias,,2013-05-31T00:00:00,,,RBM,1,A,1
PRE,N,S,1,MATRIM AF8205,7301,3,Verificar estado geral - vazamentos,,2013-05-31T00:00:00,,,RBM,1,A,1
PRE,N,S,1,MATRIM AF8205,7302,4,Verificar tanque hidráulico,,2013-05-31T00:00:00,,,RAN,1,A,2
PRE,N,S,1,MATRIM AF8206,7303,1,Verificar as alavancas de reboque - avarias ou trincas,,2013-05-31T00:00:00,,,RBM,1,A,1
PRE,N,S,1,MATRIM AF8206,7304,2,Verificar as rodas - desgastes e avarias,,2013-05-31T00:00:00,,,RBM,1,A,1
PRE,N,S,1,MATRIM AF8206,7305,3,Verificar estado geral - vazamentos,,2013-05-31T00:00:00,,,RBM,1,A,1
PRE,N,S,1,MATRIM AF8206,7306,4,Verificar tanque hidráulico,,2013-05-31T00:00:00,,,RAN,1,A,2
PRE,N,S,1,MATRIM AF8207,7307,1,Verificar as alavancas de reboque - avarias ou trincas,,2013-05-31T00:00:00,,,RBM,1,A,1
PRE,N,S,1,MATRIM AF8207,7308,2,Verificar as rodas - desgastes e avarias,,2013-05-31T00:00:00,,,RBM,1,A,1
PRE,N,S,1,MATRIM AF8207,7309,3,Verificar estado geral - vazamentos,,2013-05-31T00:00:00,,,RBM,1,A,1
PRE,N,S,1,MATRIM AF8207,7310,4,Verificar tanque hidráulico,,2013-05-31T00:00:00,,,RAN,1,A,2
PRE,N,S,1,MATRIM AF3995,7343,1,Verificar as alavancas de reboque - avarias ou trincas,,2013-05-31T00:00:00,,,RBM,1,A,1
PRE,N,S,1,MATRIM AF3995,7344,2,Verificar as rodas - desgastes e avarias,,2013-05-31T00:00:00,,,RBM,1,A,1
PRE,N,S,1,MATRIM AF3995,7345,3,Verificar estado geral - vazamentos,,2013-05-31T00:00:00,,,RBM,1,A,1
PRE,N,S,1,MATRIM AF3995,7346,4,Verificar tanque hidráulico,,2013-05-31T00:00:00,,,RAN,1,A,2
PRE,N,S,1,AR COND. SC 36,8143,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8144,2,Limpar / Substituir o elemento filtrante,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8145,3,"Verificar / Eliminar sujeira, danos e corrosão do filtro ar",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8146,4,Verificar / Eliminar as frestas dos filtros,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8147,5,Verificar a tensão e o alinhamento das correias para evitar escorregamento,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8148,6,"Inspeção visual dos acoplamentos, atuadores, vedações e tomada de ar",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8149,7,Verificar operação de drenagem de água da bandeja,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8150,8,Verificar a temperatura externa dos motores,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8151,9,Verificar a vedação dos painéis de fechamento do gabinete,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8152,10,Limpar o gabinete do condicionador,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8153,11,Verificar / Retirar sujeira e água da casa de máquinas,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8154,12,Verificar / Retirar corpos estranhos da casa de máquinas,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8155,13,"Verificar / Retirar obstáculos, retorno e tomada de ar externo de sala de máquinas",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8156,14,Limpar / Substituir o elemento filtrante da tomada de ar externa,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8157,15,Limpar interna e externamente a carcaça e o rotor,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8158,16,"Verificar / Ajustar aperto dos parafusos de fixação dos mancais, polias, acoplamento, motor e estruturas",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8159,17,Verificar a temperatura da linha de sucção e filtro secador,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8160,18,"Verificar / Eliminar sujeira, danos e corrosão no gabinete, na moldura da serpentina e bandeja",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8161,19,Verificar ruídos nos mancais,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8162,20,"Verificar / Eliminar sujeira, danos e corrosão do ventilador",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 36,8163,21,"Lavar / Limpar as serpentinas do evaporador e bandejas, com remoção do biofilme sem o uso de produtos desengraxantes e corrosivos",,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 36,8164,22,Verificar a operação dos amortecedores de vibração,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 36,8165,23,Verificar os vazamentos nas ligações dos flexíveis,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 36,8166,24,Verificar o ocionamento mecânico do registro de ar (damper),,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 36,8167,25,Destravar / Ligar o ponto de alimentação do equipamento,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 36,8168,26,Limpar interna e externamente a carcaça e o rotor,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 36,8169,27,Medir a tensão de alimentação,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. ACJ 10,8114,13,Revisão geral,,2016-10-31T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 38,8170,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8171,2,Limpar / Substituir o elemento filtrante,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8172,3,"Verificar / Eliminar sujeira, danos e corrosão do filtro ar",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8173,4,Verificar / Eliminar as frestas dos filtros,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8174,5,Verificar a tensão e o alinhamento das correias para evitar escorregamento,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8175,6,"Inspeção visual dos acoplamentos, atuadores, vedações e tomada de ar",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8176,7,Verificar operação de drenagem de água da bandeja,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8177,8,Verificar a temperatura externa dos motores,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8178,9,Verificar a vedação dos painéis de fechamento do gabinete,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8179,10,Limpar o gabinete do condicionador,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8180,11,Verificar / Retirar sujeira e água da casa de máquinas,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8181,12,Verificar / Retirar corpos estranhos da casa de máquinas,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8182,13,"Verificar / Retirar obstáculos, retorno e tomada de ar externo de sala de máquinas",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8183,14,Limpar / Substituir o elemento filtrante da tomada de ar externa,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8184,15,Limpar interna e externamente a carcaça e o rotor,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8185,16,"Verificar / Ajustar aperto dos parafusos de fixação dos mancais, polias, acoplamento, motor e estruturas",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8186,17,Verificar a temperatura da linha de sucção e filtro secador,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8187,18,"Verificar / Eliminar sujeira, danos e corrosão no gabinete, na moldura da serpentina e bandeja",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8188,19,Verificar ruídos nos mancais,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8189,20,"Verificar / Eliminar sujeira, danos e corrosão do ventilador",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 38,8190,21,"Lavar / Limpar as serpentinas do evaporador e bandejas, com remoção do biofilme sem o uso de produtos desengraxantes e corrosivos",,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 38,8191,22,Verificar a operação dos amortecedores de vibração,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 38,8192,23,Verificar os vazamentos nas ligações dos flexíveis,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 38,8193,24,Verificar o ocionamento mecânico do registro de ar (damper),,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 38,8194,25,Destravar / Ligar o ponto de alimentação do equipamento,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 38,8195,26,Limpar interna e externamente a carcaça e o rotor,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 38,8196,27,Medir a tensão de alimentação,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 24,8197,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8198,2,Limpar / Substituir o elemento filtrante,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8199,3,"Verificar / Eliminar sujeira, danos e corrosão do filtro ar",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8200,4,Verificar / Eliminar as frestas dos filtros,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8201,5,Verificar a tensão e o alinhamento das correias para evitar escorregamento,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8202,6,"Inspeção visual dos acoplamentos, atuadores, vedações e tomada de ar",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8203,7,Verificar operação de drenagem de água da bandeja,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8204,8,Verificar a temperatura externa dos motores,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8205,9,Verificar a vedação dos painéis de fechamento do gabinete,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8206,10,Limpar o gabinete do condicionador,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8207,11,Verificar / Retirar sujeira e água da casa de máquinas,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8208,12,Verificar / Retirar corpos estranhos da casa de máquinas,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8209,13,"Verificar / Retirar obstáculos, retorno e tomada de ar externo de sala de máquinas",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8210,14,Limpar / Substituir o elemento filtrante da tomada de ar externa,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8211,15,Limpar interna e externamente a carcaça e o rotor,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8212,16,"Verificar / Ajustar aperto dos parafusos de fixação dos mancais, polias, acoplamento, motor e estruturas",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8213,17,Verificar a temperatura da linha de sucção e filtro secador,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8214,18,"Verificar / Eliminar sujeira, danos e corrosão no gabinete, na moldura da serpentina e bandeja",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8215,19,Verificar ruídos nos mancais,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8216,20,"Verificar / Eliminar sujeira, danos e corrosão do ventilador",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 24,8217,21,"Lavar / Limpar as serpentinas do evaporador e bandejas, com remoção do biofilme sem o uso de produtos desengraxantes e corrosivos",,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 24,8218,22,Verificar a operação dos amortecedores de vibração,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 24,8219,23,Verificar os vazamentos nas ligações dos flexíveis,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 24,8220,24,Verificar o ocionamento mecânico do registro de ar (damper),,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 24,8221,25,Destravar / Ligar o ponto de alimentação do equipamento,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 24,8222,26,Limpar interna e externamente a carcaça e o rotor,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,AR COND. SC 24,8223,27,Medir a tensão de alimentação,,2016-10-27T00:00:00,,,RTM,1,A,2
PRE,N,S,1,CAIXADAGUA,7435,4,Emissão do Laudo Bacteriológico (Empresa Terceirizada),,2014-07-29T00:00:00,,,RSM,,A,1
PRE,N,S,1,TALHA_VIRAD_DS,7632,11,Verificar funcionamento do freio,,2016-06-16T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8224,1,Desligar / travar o ponto de alimentação do equipamento,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8225,2,Limpar / Substituir o elemento filtrante,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8226,3,"Verificar / Eliminar sujeira, danos e corrosão do filtro ar",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8227,4,Verificar / Eliminar as frestas dos filtros,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8228,5,Verificar a tensão e o alinhamento das correias para evitar escorregamento,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8229,6,"Inspeção visual dos acoplamentos, atuadores, vedações e tomada de ar",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8230,7,Verificar operação de drenagem de água da bandeja,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8231,8,Verificar a temperatura externa dos motores,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8232,9,Verificar a vedação dos painéis de fechamento do gabinete,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8233,10,Limpar o gabinete do condicionador,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8234,11,Verificar / Retirar sujeira e água da casa de máquinas,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8235,12,Verificar / Retirar corpos estranhos da casa de máquinas,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8236,13,"Verificar / Retirar obstáculos, retorno e tomada de ar externo de sala de máquinas",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8237,14,Limpar / Substituir o elemento filtrante da tomada de ar externa,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8238,15,Limpar interna e externamente a carcaça e o rotor,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8239,16,"Verificar / Ajustar aperto dos parafusos de fixação dos mancais, polias, acoplamento, motor e estruturas",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8240,17,Verificar a temperatura da linha de sucção e filtro secador,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8241,18,"Verificar / Eliminar sujeira, danos e corrosão no gabinete, na moldura da serpentina e bandeja",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8242,19,Verificar ruídos nos mancais,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 01,8243,20,"Verificar / Eliminar sujeira, danos e corrosão do ventilador",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 37,8915,17,Verificar a temperatura da linha de sucção e filtro secador,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 37,8916,18,"Verificar / Eliminar sujeira, danos e corrosão no gabinete, na moldura da serpentina e bandeja",,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 37,8917,19,Verificar ruídos nos mancais,,2016-10-27T00:00:00,,,RME,1,A,1
PRE,N,S,1,AR COND. SC 37,8918,20,"Verificar / Eliminar sujeira, danos e corrosão do ventilador",,2016-10-27T00:00:00,,,RME,1,A,1
